Duration,Title,Published_date,Views,Likes,Comments,Type
59.0,PARADISE é um GOLPE?! 🚨🚨,2024-11-21,14322,1099,4,Short
389.0,O QUE DEU DE ERRADO COM O MICROSOFT FLIGHT SIMULATOR 2024?,2024-11-21,23819,1662,152,Short
10211.0,VEX CEO da VIVO KEYD STARS e o QUE MUDA para 2025 — #MD3 #199,2024-11-21,26788,1591,54,Live
520.0,Review da Tokyo Game Show com @BRKsEDU,2024-11-20,10806,1221,29,Short
12921.0,"JP GARCIA, CEO da RED CANIDS e os DESAFIOS do cenário para 2025  — #MD3 #198",2024-11-20,55639,2366,41,Live
996.0,TODOS os INDICADOS do THE GAME AWARDS 2024,2024-11-19,9020,758,33,Short
28.0,"ALÔ, POLÍCIA DO LÁ ELE!!! 🚨😂 O MAGO CAIU NO BAIT! #TGA",2024-11-19,26192,2252,26,Short
60.0,A pirataria é uma forma de preservar jogos? 👀🎮 #games #emulador,2024-11-19,8068,741,5,Short
60.0,OS JOGOS DO #XBOX VÃO PARA O #PLAYSTATION EM BREVE?! 👀🟢 Entenda tudo com a @thamatsu nesse #GGNews!,2024-11-19,3752,463,5,Short
60.0,O FLOW GAMES É JÚRI OFICIAL DO #TheGameAwards! ⭐️⚡️,2024-11-18,11636,1140,32,Short
8972.0,"ANÚNCIO dos INDICADOS THE GAME AWARDS 2024, COBERTURA - #FGN #flowgames",2024-11-18,143820,10118,195,Live
33.0,"A ESPERA ACABOU!: Esses são os indicados ao #GOTY 2024! 🏆⭐ E aí, qual vai ser o JOGO DO ANO?!",2024-11-18,179866,13768,381,Short
610.0,PHIL SPENCER REVELA O FUTURO DO XBOX! - FGN Direct #004,2024-11-15,33922,3896,135,Short
8226.0,SONY APRENDE com os ERROS e GTA TRILOGY finalmente CONSERTADO - #FGN #153,2024-11-14,92454,6532,69,Live
59.0,O realismo de #GTA6 promete ser ABSURDO! 🔥🤯 #gta #rockstar,2024-11-14,22573,2362,34,Short
