Duration,Title,Published_date,Views,Likes,Comments,Type,mês-ano
6059.0,JOSÉ ALDO + AMANDA RIBAS [UFC] - Flow #162,2023-01-19,123404,8105,336,Live,Jan-23
8465.0,EDUARDO OINEGUE [+ CARLOS TRAMONTINA] - Flow #161,2023-01-18,227877,12699,502,Live,Jan-23
10105.0,KIM KATAGUIRI - Flow #160,2023-01-17,509696,37352,1491,Live,Jan-23
44.0,Monja Coen fala sobre o caos das redes sociais,2023-01-16,81767,6706,128,Short,Jan-23
48.0,Rubens Barrichello fala da relação com Michael Schumacher após o acidente,2023-01-16,1902820,104065,1345,Short,Jan-23
6850.0,JOÃO GUILHERME [NARRADOR] - Flow 🤝 @FlowSportClub,2023-01-13,64575,3538,59,Live,Jan-23
46.0,A opinião da psiquiatra Ana Beatriz Barbosa sobre os acontecimentos em Brasília,2023-01-13,41791,3318,77,Short,Jan-23
13312.0,RODRIGO PIMENTEL - Flow #159,2023-01-12,4645822,100208,3638,Live,Jan-23
60.0,Psiquiatra Ana Beatriz Barbosa fala da fase difícil na vida do Cristiano Ronaldo,2023-01-11,27405,1658,12,Short,Jan-23
12552.0,BETO RIBEIRO [+ RICARDO VENTURA] - Flow #158,2023-01-11,1025825,31134,1855,Live,Jan-23
44.0,Sheik Jihad fala sobre as punições da religião islâmica,2023-01-10,3015891,209305,7356,Short,Jan-23
58.0,O homem que ficou 14 meses perdido no mar,2023-01-10,1084091,74686,592,Short,Jan-23
11607.0,ANA BEATRIZ BARBOSA + ALEX ROCHA - Flow #157,2023-01-10,1457942,51157,1736,Live,Jan-23
29.0,Antônio Fagundes é um grande fã de God of War,2023-01-09,627887,43338,323,Short,Jan-23
41.0,Os segredos de ser a voz do Mickey,2023-01-09,165473,13774,122,Short,Jan-23
6813.0,CANAL PEEWEE [+ AFFONSO SOLANO] - Flow #156,2023-01-03,873440,57030,1560,Live,Jan-23
6611.0,"ÁLVARO MACHADO DIAS, RATO BORRACHUDO E RENATO CARIANI - Flow #155",2022-12-30,280394,16302,544,Live,Dec-22
5498.0,MASSACRATION - Flow #154,2022-12-28,378216,29920,1343,Live,Dec-22
7145.0,JOÃO MMMV [+ GIANZÃO] - Flow #153,2022-12-23,146873,8681,334,Live,Dec-22
9090.0,ERIK NAVARRO E LUCIANA FIALA - Flow #152,2022-12-20,285217,11028,637,Live,Dec-22
7204.0,IVAN LIMA [+ BAPTISTA MIRANDA] - Flow #151,2022-12-15,280024,20021,665,Live,Dec-22
6711.0,DAVI CALAZANS [+ SERGIO SACANI] - Flow #150,2022-12-12,439022,26245,750,Live,Dec-22
7348.0,GLENDA KOZLOWSKI [DIRETO DO CATAR] - Flow #149,2022-12-08,95476,5720,121,Live,Dec-22
9785.0,LUIZ FERNANDO GUIMARÃES - Flow #148,2022-12-08,202371,10130,480,Live,Dec-22
7421.0,FABIO PERIN E ESLEN DELANOGARE - Flow #147,2022-12-07,696786,35223,1088,Live,Dec-22
5681.0,VIVENDO MUNDO AFORA [+ GIANZÃO] - Flow #146,2022-12-01,186892,13801,455,Live,Dec-22
11071.0,MARIAM CHAMI E SHEIKH JIHAD [+ YASMIN ALI] - Flow #145,2022-12-01,348417,16045,1410,Live,Dec-22
7709.0,ROBERTA DUARTE [+ SERGIO SACANI] - Flow #144,2022-11-30,950688,36469,1027,Live,Nov-22
6451.0,WANDERLEY ABREU [+ GABRIEL PATO] - Flow #143,2022-11-25,115024,6707,199,Live,Nov-22
7815.0,JORGE DE SOUZA [+ LITO AVIÕES E MÚSICAS] - Flow #142,2022-11-24,509334,19617,612,Live,Nov-22
10093.0,ROBERTO MANGABEIRA UNGER [+ ÁLVARO MACHADO DIAS] #141,2022-11-22,103080,5514,626,Live,Nov-22
9606.0,"ZÉ ROBERTO, MARCOS UCHOA E MAURO BETING - Flow #140",2022-11-19,204112,10473,334,Live,Nov-22
8020.0,ARLINDINHO - Flow #139,2022-11-17,47308,2454,70,Live,Nov-22
8401.0,[🚨GRAVE: CHOQUEI] RAPHAEL SOUSA - Flow #138,2022-11-16,192798,9075,1792,Live,Nov-22
11676.0,GUILHERME BRIGGS [+ RATO BORRACHUDO] - Flow #137,2022-11-12,3677840,144510,3889,Live,Nov-22
7863.0,"RAMON DINO, BRENO FREIRE E GUI CARIANI - Flow #136",2022-11-10,632941,34798,701,Live,Nov-22
10290.0,JOÃO APPOLINÁRIO - Flow #135,2022-11-09,757703,22125,563,Live,Nov-22
6569.0,ROBERTO JUSTUS - Flow #134,2022-11-04,550536,27808,1011,Live,Nov-22
13820.0,ELIAS KHALIL JABBOUR [+ ANDRÉ MARINHO] - Flow #133,2022-11-03,1311641,51953,6168,Live,Nov-22
7965.0,HELIO BRESSAN E DA CUNHA - Flow #132,2022-11-02,252601,12625,399,Live,Nov-22
6993.0,Extra Flow #11 - ACOMPANHANDO A APURAÇÃO DOS VOTOS,2022-10-30,706274,35822,1784,Live,Oct-22
7321.0,DANILO GENTILI [+ DIGUINHO CORUJA] - Flow #131,2022-10-29,1937876,110280,2727,Live,Oct-22
11554.0,LEO LINS [+ VINHETEIRO] - Flow #130,2022-10-28,3995876,106122,2378,Live,Oct-22
8472.0,FERNANDO HADDAD - Flow #129,2022-10-27,706932,78489,3728,Live,Oct-22
8752.0,FABIANA KARLA [+ BAPTISTA MIRANDA] - Flow #128,2022-10-26,159583,11738,237,Live,Oct-22
11914.0,SERGIO MORO E DELTAN DALLAGNOL - Flow #127,2022-10-25,1403535,119724,5862,Live,Oct-22
10501.0,TARCÍSIO DE FREITAS - Flow #126,2022-10-22,1343803,172215,3163,Live,Oct-22
8918.0,FLÁVIO AUGUSTO - Flow #125,2022-10-21,384397,21621,475,Live,Oct-22
5867.0,LULA - Flow #124,2022-10-19,9770046,947177,100319,Live,Oct-22
13249.0,OLIVER STUENKEL E PROFESSOR HOC - Flow #123,2022-10-18,1414435,40798,2181,Live,Oct-22
11760.0,PRIMO RICO - Flow #122,2022-10-14,581317,26882,416,Live,Oct-22
10953.0,MAURICIO MEIRELLES E VILELA - Flow #121,2022-10-12,1391673,36823,753,Live,Oct-22
6655.0,BRKsEDU - ESPECIAL BGS 🤝 @FlowGamesPodcast,2022-10-11,212241,15598,264,Live,Oct-22
8886.0,MARCOS CASTRO E WENDEL BEZERRA [+ ROGERIO MORGADO] - Flow #120,2022-10-11,367860,24062,300,Live,Oct-22
11460.0,RENATO CARIANI E JULIO BALESTRIN [+ GIANZÃO] - Flow #119,2022-10-08,1171408,37234,431,Live,Oct-22
7059.0,[PESQUISAS ELEITORAIS] ANDREI ROMAN (CEO DA ATLASINTEL) - Flow #118,2022-10-07,116956,5672,195,Live,Oct-22
11563.0,RODRIGO MARQUES E CAMBOTA - Flow #117,2022-10-06,2192786,38128,557,Live,Oct-22
10849.0,RUBENS BARRICHELLO [+ OTÁVIO MESQUITA] - Flow #116,2022-10-04,592776,27652,1783,Live,Oct-22
23179.0,"MAICON KÜSTER, FABIL E MASCKA - Flow #115",2022-10-01,560764,30965,747,Live,Oct-22
6442.0,Extra Flow #10 - O VOTO DO NEYMAR,2022-09-30,203714,11741,278,Live,Sep-22
13372.0,RICARDO AMORIM [+ DIEGO BALTAZAR] - Flow #114 🤝 @KritikePodcast,2022-09-29,548192,14119,428,Live,Sep-22
16540.0,PAULO GUEDES [+ GAIGHER] - Flow #113,2022-09-28,2910467,318843,13086,Live,Sep-22
11021.0,CIRO GOMES - Flow #112,2022-09-27,1247821,91006,7031,Live,Sep-22
3246.0,Extra Flow #09 - NOVA MARCA DO FLOW,2022-09-23,94256,5834,116,Live,Sep-22
9465.0,RAFAEL CUNHA E DEBORA CUNHA - Flow #111,2022-09-23,134976,7734,126,Live,Sep-22
12275.0,REINALDO AZEVEDO - Flow #110,2022-09-21,870925,43109,3587,Live,Sep-22
13237.0,RODRIGO SILVA E KLESTER CAVALCANTI - Flow #109,2022-09-14,1178462,37802,1807,Live,Sep-22
9770.0,LIL VINICIN [+ GIANZÃO] - Flow #108,2022-09-13,229058,16996,361,Live,Sep-22
10235.0,DILERA E ZOIO [+ GIANZÃO] - Flow #107,2022-09-10,958280,40432,858,Live,Sep-22
5586.0,Extra Flow #08 - NOVIDADES NO FLOWVERSO,2022-09-09,81278,4622,100,Live,Sep-22
12602.0,EDUARDO MARINHO E CHAVOSO DA USP - Flow #106,2022-09-07,1569297,51340,4549,Live,Sep-22
10444.0,CHICCO MATTOS [+ RATO BORRACHUDO] - Flow #105,2022-09-06,339495,13300,421,Live,Sep-22
8495.0,ANTONIO FAGUNDES [+ LUCAS SALLES] - Flow #104,2022-09-01,336316,20323,1274,Live,Sep-22
5475.0,REYNALDO GIANECCHINI - Flow #103,2022-09-01,353489,22910,752,Live,Sep-22
10475.0,PODEROSÍSSIMO NINJA [+ GIANZÃO] - Flow #102,2022-08-31,943808,45024,1068,Live,Aug-22
13963.0,AFONSO PADILHA [+ MARCIO DONATO] - Flow #101,2022-08-30,2652599,53944,849,Live,Aug-22
12120.0,AKA RASTA E DUZZ [+ GIANZÃO] - Flow #100,2022-08-26,215723,0,0,Live,Aug-22
8153.0,CLÓVIS DE BARROS FILHO - Flow #99,2022-08-25,657745,38024,806,Live,Aug-22
13893.0,MC MANEIRINHO [+ MC ESTUDANTE] - Flow #98,2022-08-24,139236,7437,161,Live,Aug-22
17244.0,MARIA HOMEM E ÁLVARO MACHADO [+ ULLISSES CAMPBELL] - Flow #97,2022-08-23,249534,12571,822,Live,Aug-22
12465.0,BRUNO BOCK E TON MÜLLER [+ BAPTISTA depois de um tempo] - Flow #96,2022-08-20,1280309,30398,1367,Live,Aug-22
13956.0,SIMONE TEBET - Flow #95,2022-08-19,406574,21850,2132,Live,Aug-22
7874.0,FELIPE MASSA - Flow #94 🤝 @FlowSportClub,2022-08-18,782645,31648,412,Live,Aug-22
10204.0,CHARLES DO BRONXS [+ DEMIAN MAIA] - Flow #93,2022-08-17,1114741,58980,692,Live,Aug-22
14341.0,ANA BEATRIZ BARBOSA [+ RICARDO VENTURA] - Flow #92,2022-08-16,3398276,162308,5495,Live,Aug-22
13478.0,"[CASSETA & PLANETA] CLÁUDIO MANOEL, HELIO DE LA PEÑA E HUBERT - Flow #91",2022-08-12,786144,27753,719,Live,Aug-22
10743.0,MORGADO [+ VINHETEIRO] - Flow #90,2022-08-11,900558,44916,1122,Live,Aug-22
19286.0,BOLSONARO [EX-PRESIDENTE DO BRASIL] - Flow #89,2022-08-09,16388745,1652843,174775,Live,Aug-22
9541.0,MC ESTUDANTE [+ SPINARDI] - Flow #88,2022-08-05,192180,10593,244,Live,Aug-22
8477.0,MURILO COUTO [+ PSIU] - Flow #87,2022-08-04,541500,32525,1245,Live,Aug-22
6352.0,MONJA COEN - Flow #86,2022-08-03,1018666,56309,1454,Live,Aug-22
11171.0,BRUNA LOUISE E EVELYN REGLY [+ Nil Agra] - Flow #85,2022-08-02,245638,13285,347,Live,Aug-22
14483.0,BRUNO CORREA [+ RATO BORRACHUDO] - Flow #84,2022-07-30,316370,22473,407,Live,Jul-22
11095.0,LUIS MARIUTTI E ALIRIO NETTO - Flow #83,2022-07-29,118468,7557,257,Live,Jul-22
14251.0,CARLOS TRAMONTINA [+ MARCELO TAS] - Flow #82,2022-07-28,1325027,27188,1078,Live,Jul-22
8782.0,PAULINHO GOGÓ [+ DIOGO PORTUGAL] - Flow #81,2022-07-27,639657,27198,290,Live,Jul-22
11779.0,VLAD E BALIAN [+ BAPTISTA] - Flow #80,2022-07-23,575579,26700,302,Live,Jul-22
7588.0,Extra Flow #07 - O MEMBRO MAIS GOSTOSO DO BRASIL,2022-07-22,104365,5599,56,Live,Jul-22
10623.0,CAUE MOURA E LOAD [+ GIANZÃO] - Flow #79,2022-07-21,251442,15114,336,Live,Jul-22
7573.0,ÍTALO SENA [+ PATRICK MAIA] - Flow #78,2022-07-20,459968,27785,799,Live,Jul-22
8377.0,PAULO ARTAXO E ALVARO MACHADO - Flow #77,2022-07-19,150618,8602,521,Live,Jul-22
13862.0,THIAGO BRAGA [+ METAFORANDO] - Flow #76,2022-07-16,1978208,50847,1020,Live,Jul-22
8284.0,Extra Flow #06 - EXPERIMENTANDO AS BEBIDAS DO BAR,2022-07-15,98688,6070,69,Live,Jul-22
12799.0,CASAL MALOKA [+ CRISS PAIVA] - Flow #75,2022-07-13,145629,6467,75,Live,Jul-22
9199.0,FALCÃO 12 - Flow #74 🤝 @FlowSportClub,2022-07-09,805267,51551,808,Live,Jul-22
10602.0,VINHETEIRO [+ DILERA] - Flow #73,2022-07-08,1911127,54886,2477,Live,Jul-22
15385.0,196 SONHOS [+ MUITO HUMILDE] - Flow #72,2022-07-06,419917,22908,643,Live,Jul-22
16018.0,CARLA ZAMBELLI [+ PAULO CRUZ] - Flow #71,2022-07-05,391297,23129,9743,Live,Jul-22
13492.0,PAULO MUZY E JULIO BALESTRIN [+ CARIANI] - Flow #70,2022-07-02,4225691,128900,1664,Live,Jul-22
9292.0,MARCELO CRIVELLA [+ RATO BORRACHUDO] - Flow #69,2022-07-01,105896,6250,593,Live,Jul-22
16769.0,BOLA E CARIOCA [+ VICTOR SARRO] - Flow #68,2022-06-29,2479545,101406,2076,Live,Jun-22
10753.0,XANDE DE PILARES - Flow #67,2022-06-25,147106,10116,302,Live,Jun-22
11783.0,MRPOLADOFUL E MAURO NAKADA [+ GIANZÃO] - Flow #66,2022-06-24,158727,9728,136,Live,Jun-22
7591.0,PADRE JÚLIO LANCELLOTTI E SHEIK RODRIGO JALLOUL [+ FERREZ] - Flow #65,2022-06-22,162401,12448,865,Live,Jun-22
7183.0,Extra Flow #05 - LENDO NOTÍCIAS SEM GRAÇA,2022-06-18,131481,8064,85,Live,Jun-22
10502.0,MARCOS PALHARES E VICTOR HESPANHA [+ SACANI] - Flow #64,2022-06-17,263080,10638,346,Live,Jun-22
14050.0,RATO BORRACHUDO + BRUNO BOCK - Flow #63,2022-06-16,1054960,29574,1015,Live,Jun-22
7618.0,DR. VIOTTO [+ GIANZÃO] - Flow #62,2022-06-15,112268,6438,234,Live,Jun-22
9197.0,Extra Flow #04 - MONARK FORA DA INTERNET PRA SEMPRE,2022-06-10,339381,19750,277,Live,Jun-22
17287.0,SPOOKY HOUSE E DANIEL MASTRAL [+ ZÉ GRAÇA] - Flow #61 🤝 @PARANORMALBR,2022-06-09,971197,49592,4622,Live,Jun-22
9625.0,RODRIGO GARCIA (GOVERNADOR DE SP) [+ MÁRIO SPEZIANO] - Flow #60,2022-06-08,92277,5141,338,Live,Jun-22
18177.0,CIRO GOMES [+ ROLANDINHO] - Flow #59,2022-06-07,1417148,92839,11871,Live,Jun-22
10380.0,VENOM EXTREME [+ MONARK] - Flow #58,2022-06-04,441181,37945,742,Live,Jun-22
7194.0,Extra Flow #03 - E STRANGER THINGS HEIN?,2022-06-03,139517,9232,99,Live,Jun-22
9363.0,ALEXANDRE KALIL [+ MARCOS UCHÔA] - Flow #57,2022-06-02,314812,17828,2382,Live,Jun-22
8442.0,LEO PICON - Flow #56,2022-05-31,156071,8800,167,Live,May-22
10698.0,EXTRA FLOW POKER NIGHT,2022-05-28,309950,15893,529,Live,May-22
13765.0,AURÉLIO E BAPTISTA [+ MAICON KÜSTER] - Flow #55,2022-05-27,2056511,119573,4522,Live,May-22
10911.0,SÉRGIO SACANI E AFFONSO SOLANO | ESPECIAL STAR WARS [+ PHOENIX] - Flow #54,2022-05-25,672422,27260,678,Live,May-22
8950.0,FLOW GAMES - Flow #53,2022-05-25,219950,16416,222,Live,May-22
9239.0,JANDIRA FEGHALI - Flow #52,2022-05-24,125648,7430,1379,Live,May-22
11750.0,"BALESTRIN, FÁBIO GIGA E CARLÃO [+ CARIANI] - Flow #51",2022-05-21,1947849,74225,1250,Live,May-22
9946.0,DG - DOUGLAS SILVA [+ CAIO MESSIAS] - Flow #50,2022-05-20,342497,21481,266,Live,May-22
8518.0,MARCIO DONATO E VICTOR SARRO [+ VINHETEIRO] - Flow #49,2022-05-18,2518679,73396,2122,Live,May-22
9121.0,Extra Flow #02 - PROSA GUIADA,2022-05-14,239079,12815,111,Live,May-22
12597.0,MIGUEL NICOLELIS [+ ÁLVARO MACHADO DIAS E SACANI] - Flow #48 🤝 @CienciaSemFim,2022-05-13,4399985,96561,4323,Live,May-22
11526.0,JOÃO KLÉBER [+ CRISS PAIVA] - Flow #47,2022-05-10,358236,19574,423,Live,May-22
6336.0,CARLOS ALBERTO DE NÓBREGA [+ CRISS PAIVA] - Flow #46,2022-05-06,552674,37449,553,Live,May-22
15610.0,EDUARDO MARINHO [+ FERREZ] - Flow #45 🤝 @avesso,2022-05-06,2189360,111800,9305,Live,May-22
14430.0,GUSTAVO CUNHA [+ PETER JORDAN] - Flow #44,2022-05-04,1078630,84807,2468,Live,May-22
14275.0,SARGENTO FAHUR [+ DA CUNHA] - Flow #43,2022-04-30,2903180,156458,5428,Live,Apr-22
8355.0,MONARK - Flow #42,2022-04-29,1792251,160794,4639,Live,Apr-22
12225.0,ULLISSES CAMPBELL [+ VITOR METAFORANDO] - Flow #41,2022-04-29,2324721,68610,2567,Live,Apr-22
13317.0,SUPLA E SKYLAB [+ RAFAEL BITTENCOURT] - Flow #40 🤝 @CanalAmplifica,2022-04-28,1153609,39585,2505,Live,Apr-22
6974.0,Extra Flow #01,2022-04-23,273331,19797,289,Live,Apr-22
12862.0,FROTA + GUGA NOBLAT - Flow #39,2022-04-21,242504,12623,1356,Live,Apr-22
9793.0,DIHH LOPES E MARCELO MARROM [+ VINHETEIRO] - Flow #38,2022-04-20,697501,37709,2317,Live,Apr-22
5481.0,INRI CRISTO - Flow #37,2022-04-15,416758,20464,1734,Live,Apr-22
13420.0,MARCOS UCHÔA [+ PROFESSOR HOC] - Flow #36 #MonetizaFlow,2022-04-14,955009,47680,5461,Live,Apr-22
11160.0,GUSTAVO CAETANO [+ GABRIEL PATO] - Flow #35 #MonetizaFlow,2022-04-13,225562,14602,255,Live,Apr-22
10356.0,BRENO MASI E DESENVOLVEDORES DE GAMES [+ RATO BORRACHUDO] - Flow #34,2022-04-09,221883,15962,296,Live,Apr-22
14137.0,VITOR METAFORANDO + ALBERTO DELL'ISOLA [+ MAURÍCIO MEIRELLES] - Flow #33,2022-04-07,1448597,50579,1009,Live,Apr-22
10351.0,"NEGÃO DA BL, DONA GISELE E SOBREVIVENTE 13 [+ PATRICK MAIA] - Flow #32",2022-04-06,1283353,85145,1941,Live,Apr-22
11005.0,FELIPE FRANCO E GABI DEZAN [+ RENATO CARIANI] - Flow #31,2022-04-05,689512,49986,1290,Live,Apr-22
11914.0,EDUARDO SABBAG [+ DANIEL MASTRAL] - Flow #30,2022-04-02,870877,39887,4022,Live,Apr-22
7310.0,GIVALDO ALVES [+ FLÁVIO ANDRADDE] - Flow #29,2022-04-01,1151052,58705,7205,Live,Apr-22
9215.0,GABRIEL MONTEIRO [+ DIGUINHO CORUJA] -  Flow #28,2022-04-01,1015456,75232,4737,Live,Apr-22
12721.0,FLÁVIO ANDRADDE E NIL AGRA [+ CRISS PAIVA] - Flow #27,2022-03-31,990046,33372,374,Live,Mar-22
11325.0,VINHETEIRO E ZÉ GRAÇA [+ YASMIN YASSINE] - Flow #26,2022-03-26,814713,50662,1649,Live,Mar-22
17694.0,RODRIGO SILVA [+ RATO BORRACHUDO] - Flow #25,2022-03-25,1480248,86839,2863,Live,Mar-22
8468.0,EDUARDO OINEGUE - Flow #24,2022-03-23,133917,7253,559,Live,Mar-22
11576.0,7 MINUTOZ - Flow #23,2022-03-19,542918,48787,1000,Live,Mar-22
12101.0,RENATO (NERD SHOW) [+ ROLANDINHO] - Flow #22,2022-03-18,322282,19279,846,Live,Mar-22
11145.0,FÁBIO RABIN [+ MATHEUS CEARÁ] - Flow #21,2022-03-17,642804,27967,558,Live,Mar-22
16205.0,FERNANDO SARDINHA [+ RENATO CARIANI] - Flow #20,2022-03-16,730182,58174,1100,Live,Mar-22
18639.0,MARCOS PONTES [+ SERGIO SACANI] - Flow #19,2022-03-15,1022858,66749,2959,Live,Mar-22
13486.0,THE DARKNESS [+ PHOENIX] - Flow #18,2022-03-12,736068,16792,190,Live,Mar-22
4988.0,OLIVIER ANQUIER [+ NETÃO BOM BEEF] - Flow #17,2022-03-10,138099,10372,297,Live,Mar-22
17671.0,PROFESSOR HOC [+ ÁLVARO MACHADO DIAS] - Flow #16,2022-03-10,906543,55267,5183,Live,Mar-22
6949.0,ESTER SABINO [+ SERGIO SACANI] - Flow #15,2022-03-09,142917,12499,245,Live,Mar-22
11209.0,DIOGO PORTUGAL [+ DIHH LOPES] - Flow #14,2022-03-08,370470,21168,385,Live,Mar-22
6745.0,JOSÉ MARENGO (AQUECIMENTO GLOBAL) - Flow #13,2022-03-05,90349,6368,335,Live,Mar-22
10160.0,SPINARDI E SPVIC [+ FELIPE FLIP] - Flow #12,2022-03-04,213008,15610,348,Live,Mar-22
11303.0,UM DOIS [+ CAUE MOURA] - Flow #11,2022-02-26,571890,27805,770,Live,Feb-22
9321.0,FELIPE MOJAVE - Flow #10 🤝 @FlowSportClub,2022-02-25,116397,5744,183,Live,Feb-22
8516.0,ANDRÉ LAJST - Flow #09,2022-02-24,400687,26495,511,Live,Feb-22
8375.0,GORDOX + MUCA [GROSELHA TALK] - Flow #08,2022-02-23,324332,24340,212,Live,Feb-22
8676.0,DILERA + PSIU [+ GIANZÃO] - Flow #07,2022-02-22,1240502,70756,1814,Live,Feb-22
9910.0,DIGUINHO CORUJA [+ DAVY JONES] - Flow #06,2022-02-19,896977,56348,1783,Live,Feb-22
8214.0,MUITO HUMILDE [+ GIANZÃO] - Flow #05,2022-02-18,415979,30272,797,Live,Feb-22
13252.0,MATHEUS CEARÁ E BIANCA CAMPOS [+ PETRY] - Flow #04,2022-02-17,644821,38477,700,Live,Feb-22
10425.0,KOBRA [+ PAULO CRUZ] - Flow #03,2022-02-16,357724,23718,655,Live,Feb-22
16335.0,ALBERTO DELL'ISOLA [+ RATO BORRACHUDO] - Flow #02,2022-02-15,1033665,83274,1819,Live,Feb-22
10314.0,MARCOS PALHARES - Flow #01,2022-02-12,1976215,168431,8312,Live,Feb-22
2481.0,COMO VAI SER O FUTURO DO FLOW + ANDRÉ LAJST,2022-02-09,6177749,497439,46920,Live,Feb-22
9567.0,POPÓ - Flow Podcast #544 🤝 @FlowSportClub,2022-02-04,1402425,87987,2586,Live,Feb-22
16361.0,ROLANDINHO E PHOENIX - Flow Podcast #543,2022-02-02,264240,13423,514,Live,Feb-22
10735.0,NETÃO BOM BEEF - Flow Podcast #542,2022-02-01,497928,22862,337,Live,Feb-22
9944.0,OLIVER STUENKEL - Flow Podcast #541,2022-01-29,564581,29007,1144,Live,Jan-22
10664.0,PETER [ANCAPSU] - Flow Podcast #540,2022-01-28,679458,37760,4126,Live,Jan-22
10395.0,YASMIN YASSINE + CRISS PAIVA [VENUS PODCAST] - Flow Podcast #539,2022-01-26,315115,18520,285,Live,Jan-22
17885.0,SERGIO MORO - Flow Podcast #538,2022-01-25,2358636,171903,15838,Live,Jan-22
16289.0,RUI COSTA PIMENTA - Flow Podcast #533,2022-01-15,254502,13288,2136,Live,Jan-22
8264.0,LILIA SCHWARCZ - Flow Podcast #532,2022-01-14,335679,23162,3218,Live,Jan-22
8941.0,RAFAEL BITTENCOURT - Flow Podcast #531,2022-01-13,154410,8671,230,Live,Jan-22
9125.0,PONDÉ - Flow Podcast #530,2022-01-11,783307,43847,3370,Live,Jan-22
7151.0,DILERA - Flow Podcast #529,2022-01-04,775828,45698,829,Live,Jan-22
6842.0,ARTHUR PETRY - Flow Podcast #528,2021-12-30,483402,32458,1013,Live,Dec-21
7696.0,CARLÃO E RENATO CARIANI - Flow Podcast #527,2021-12-29,333486,21050,332,Live,Dec-21
8122.0,ÁLVARO MACHADO E SÉRGIO SACANI - Flow Podcast #526,2021-12-28,687221,35594,1050,Live,Dec-21
6713.0,SANTA CEIA DOS ESTÚDIOS FLOW,2021-12-25,464398,30858,823,Live,Dec-21
5818.0,MINOTOURO E MINOTAURO - Flow Podcast #525,2021-12-22,244763,14679,224,Live,Dec-21
8780.0,BOTECO DO JB - Flow Podcast #524,2021-12-21,498263,22462,1002,Live,Dec-21
10368.0,ARUAN FELIX - Flow Podcast #523,2021-12-18,392670,24831,416,Live,Dec-21
8515.0,GKAY - Flow Podcast #522,2021-12-17,495211,24937,416,Live,Dec-21
14999.0,AUGUSTO BACKES - Flow Podcast #521,2021-12-14,292326,19274,772,Live,Dec-21
8110.0,CHARLLES E TIRINGA - Flow Podcast #520,2021-12-11,5264374,190842,3697,Live,Dec-21
7621.0,PATRICK MAIA - Flow Podcast #519,2021-12-09,206605,10939,231,Live,Dec-21
10696.0,SCHWARZA - Flow Podcast #518,2021-12-08,290589,15629,590,Live,Dec-21
15085.0,EDUARDO SUPLICY - Flow Podcast #517,2021-12-07,233079,14855,876,Live,Dec-21
8015.0,EDUARDO CORREA - Flow Podcast #516,2021-12-04,403203,26300,543,Live,Dec-21
9307.0,RONALDO FENÔMENO - Flow Podcast #515,2021-12-02,3580262,173716,4908,Live,Dec-21
9409.0,ZEZÉ DI CAMARGO - Flow Podcast #498,2021-12-02,858615,42002,1346,Live,Dec-21
9715.0,NIKOLAS FERREIRA - Flow Podcast #514,2021-12-01,1630314,90852,5525,Live,Dec-21
14066.0,DELTAN DALLAGNOL - Flow Podcast #513,2021-11-30,718189,36543,3252,Live,Nov-21
8692.0,RICA PERRONE - Flow Podcast #512,2021-11-27,484908,27179,822,Live,Nov-21
16442.0,BOULOS E FERRÉZ - Flow Podcast #511,2021-11-26,350402,17791,3765,Live,Nov-21
5485.0,SIDNEY MAGAL - Flow Podcast #510,2021-11-25,230763,16273,582,Live,Nov-21
8253.0,FABIO LIONE E MARCELO BARBOSA - Flow Podcast #509,2021-11-24,149721,10938,464,Live,Nov-21
13316.0,GLENN GREENWALD E DAVID MIRANDA - Flow Podcast #508,2021-11-23,211334,9077,654,Live,Nov-21
9389.0,RATO BORRACHUDO - Flow Podcast #507,2021-11-20,391129,25409,459,Live,Nov-21
6289.0,DI FERRERO - Flow Podcast #506,2021-11-19,254500,14594,364,Live,Nov-21
10624.0,"JOEL JOTA, BRUNO PERINI E THIAGO NIGRO - Flow Podcast #504",2021-11-16,1275844,67140,2376,Live,Nov-21
8211.0,TIRULLIPA - Flow Podcast #503,2021-11-13,3044763,132313,2721,Live,Nov-21
8527.0,FELIPE MOURA BRASIL - Flow Podcast #502,2021-11-12,275692,19132,1153,Live,Nov-21
6186.0,BRUNA LOUISE - Flow Podcast #501,2021-11-11,347298,20526,688,Live,Nov-21
12773.0,ESTÚDIOS FLOW - Flow Podcast #500,2021-11-10,912411,36673,651,Live,Nov-21
7383.0,FERNANDO DE BORTHOLE E LITO - Flow Podcast #499,2021-11-09,823744,51451,1337,Live,Nov-21
3853.0,FOGAÇA - Flow Podcast #497,2021-11-05,745405,46922,1199,Live,Nov-21
7688.0,NANDO MOURA - Flow Podcast #496,2021-11-04,1234296,103195,5623,Live,Nov-21
7925.0,LARA NESTERUK - Flow Podcast #495,2021-11-03,510236,28834,1087,Live,Nov-21
7977.0,WERDUM - Flow Podcast #494,2021-11-02,285457,20764,766,Live,Nov-21
7066.0,LEANDRO HASSUM - Flow Podcast #493,2021-10-29,1350521,81077,1349,Live,Oct-21
11596.0,ÁLVARO MACHADO DIAS (NEUROCIENTISTA) - Flow Podcast #492,2021-10-28,385555,18153,649,Live,Oct-21
7676.0,PAULO JUNQUEIRO (CEO SONY MUSIC BR) - Flow Podcast #491,2021-10-27,100604,5649,242,Live,Oct-21
5987.0,ZOE MARTINEZ - Flow Podcast #490,2021-10-26,340418,23594,3555,Live,Oct-21
